epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
79,18044.6,0.7987,0.42959,1.06007,0.90042,0.83449,0.89395,0.58783,1.22737,0.62877,1.40267,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,18270.5,0.79297,0.42296,1.05976,0.88949,0.8409,0.89417,0.58911,1.223,0.63253,1.40518,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,18496.5,0.7941,0.42513,1.05725,0.88203,0.84909,0.89439,0.58928,1.22135,0.63559,1.4065,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,18722.2,0.78698,0.42015,1.04998,0.88674,0.84944,0.89202,0.58748,1.22512,0.63702,1.41219,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,18947.9,0.77422,0.414,1.04318,0.88484,0.85084,0.88963,0.58665,1.22704,0.63574,1.41133,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,19173.5,0.76986,0.41416,1.04307,0.88725,0.84817,0.88905,0.5862,1.22628,0.63308,1.41193,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,19399,0.76043,0.4059,1.03939,0.88123,0.85419,0.88847,0.58515,1.22384,0.63544,1.41385,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,19624.6,0.75957,0.40314,1.03674,0.87891,0.8539,0.88896,0.587,1.22272,0.63932,1.41287,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,19850.1,0.75313,0.40502,1.03281,0.8877,0.84848,0.88986,0.58843,1.22165,0.63829,1.41409,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,20076,0.75329,0.40363,1.03235,0.89107,0.842,0.88912,0.5866,1.22302,0.64356,1.41552,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,20301.8,0.74365,0.3983,1.02992,0.87633,0.85115,0.88899,0.58601,1.22315,0.64578,1.41843,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,20527.4,0.74093,0.39642,1.02609,0.89572,0.83458,0.88836,0.5849,1.2198,0.64533,1.41801,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,20752.9,0.7263,0.3888,1.01907,0.88056,0.85338,0.89051,0.58495,1.22162,0.64141,1.42249,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,20978.4,0.72446,0.3856,1.01691,0.88448,0.8463,0.88975,0.58591,1.22511,0.64354,1.42629,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,21203.9,0.71778,0.38486,1.01193,0.88645,0.84829,0.89048,0.58655,1.2267,0.64388,1.42903,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,21429.4,0.71768,0.38464,1.0128,0.87957,0.85054,0.88955,0.58595,1.22789,0.64469,1.43246,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,21655.1,0.71228,0.37883,1.00763,0.88731,0.84216,0.88963,0.58657,1.2283,0.64848,1.43384,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,21880.8,0.70455,0.37747,1.00459,0.89753,0.83163,0.88949,0.58636,1.22941,0.64989,1.43601,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,22106.2,0.69642,0.37416,1.00001,0.89488,0.83164,0.88856,0.5861,1.23085,0.65113,1.44022,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,22331.6,0.69054,0.37159,1.00098,0.89782,0.82737,0.88647,0.58499,1.23015,0.65437,1.43953,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,22557.1,0.68928,0.37161,0.99533,0.89923,0.82784,0.88717,0.58638,1.22805,0.65473,1.43926,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,22782.5,0.6858,0.37031,0.99705,0.89788,0.83091,0.88693,0.58649,1.22461,0.65195,1.43896,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,23008.2,0.67234,0.35981,0.98889,0.88552,0.84044,0.88712,0.58658,1.22285,0.65261,1.44027,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,23234.1,0.67248,0.35935,0.98772,0.88284,0.84553,0.88748,0.58778,1.22079,0.65268,1.43989,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,23460,0.66334,0.35741,0.98615,0.8869,0.84405,0.88746,0.58765,1.21951,0.64945,1.44151,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,23685.8,0.65847,0.35554,0.97939,0.88584,0.84496,0.88866,0.58811,1.22041,0.64886,1.4438,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,23911.9,0.64912,0.35112,0.97449,0.89187,0.83832,0.88811,0.58715,1.2196,0.65088,1.44508,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,24137.6,0.65239,0.35209,0.97678,0.88808,0.83918,0.88604,0.58658,1.21963,0.65195,1.44739,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,24363.4,0.64303,0.34709,0.97065,0.87794,0.84723,0.88591,0.58772,1.22084,0.65118,1.44948,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,24589.2,0.63623,0.34238,0.96854,0.8924,0.83356,0.88571,0.58691,1.2215,0.65157,1.45185,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,24815,0.6292,0.34092,0.96752,0.87139,0.85232,0.8861,0.58713,1.22183,0.65149,1.4538,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,25040.7,0.62982,0.34266,0.96324,0.87058,0.85391,0.88745,0.58765,1.22269,0.65359,1.45553,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,25266.2,0.62292,0.33646,0.95908,0.87174,0.85274,0.88592,0.58621,1.22114,0.65141,1.45562,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,25491.8,0.62245,0.3367,0.96167,0.87759,0.84875,0.88488,0.58569,1.22043,0.6507,1.45648,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,25717.4,0.6137,0.33246,0.9544,0.87812,0.84445,0.88488,0.58646,1.21983,0.64929,1.45672,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,25942.8,0.60971,0.33093,0.95355,0.88598,0.84023,0.88531,0.58635,1.22013,0.64924,1.45761,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,26168.3,0.60905,0.33195,0.95427,0.88482,0.84132,0.88518,0.58643,1.21924,0.65003,1.45847,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,26393.9,0.60505,0.32876,0.95275,0.88846,0.83946,0.88545,0.58678,1.21994,0.64899,1.46,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,26619.7,0.59502,0.32373,0.94549,0.89084,0.83578,0.88492,0.58614,1.22036,0.64962,1.46156,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,26845.4,0.59383,0.32488,0.9463,0.88976,0.83674,0.88476,0.58653,1.22122,0.65003,1.46394,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,27071,0.58256,0.31669,0.93807,0.88709,0.83738,0.88459,0.58688,1.22059,0.65102,1.46455,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,27296.9,0.58177,0.3188,0.939,0.88334,0.84024,0.8851,0.58662,1.22073,0.6507,1.46583,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,27522.7,0.57153,0.31417,0.9378,0.88374,0.83866,0.88459,0.58657,1.22014,0.65053,1.46671,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
