epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
82,16131.2,0.7765,0.40179,0.94266,0.87936,0.84364,0.89488,0.58971,1.1469,0.58709,1.17547,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,16326.8,0.76698,0.40033,0.93619,0.87167,0.84914,0.89327,0.58832,1.14453,0.59057,1.17253,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,16522.2,0.76666,0.39919,0.94129,0.86665,0.85275,0.89241,0.58964,1.14179,0.59077,1.17293,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,16717.6,0.75261,0.38671,0.93415,0.87784,0.84255,0.89288,0.58822,1.1461,0.59474,1.17966,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,16912.8,0.75358,0.39035,0.93172,0.87187,0.84776,0.89157,0.58848,1.14791,0.59422,1.18075,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,17108.2,0.7475,0.38909,0.93175,0.86574,0.85392,0.89082,0.5891,1.14997,0.59599,1.18281,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,17303.2,0.74553,0.38766,0.93116,0.87067,0.84527,0.88904,0.58826,1.15003,0.59317,1.18236,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,17498,0.73676,0.38122,0.92784,0.86964,0.84279,0.88771,0.58897,1.14904,0.59616,1.1828,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,17693.1,0.73249,0.37828,0.92734,0.8753,0.84049,0.88575,0.58893,1.14797,0.59689,1.1843,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,17888.2,0.72103,0.37164,0.92407,0.87285,0.84147,0.88515,0.58773,1.14691,0.59872,1.18456,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,18083.1,0.72338,0.36889,0.9245,0.86522,0.85076,0.8852,0.58768,1.14968,0.60114,1.18692,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,18277.9,0.71383,0.3706,0.921,0.86678,0.85247,0.88478,0.58641,1.15083,0.60167,1.19028,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,18473.2,0.70998,0.36653,0.92036,0.87111,0.84692,0.88514,0.58604,1.15235,0.60245,1.19241,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,18668.4,0.70968,0.36231,0.91935,0.87777,0.84663,0.88756,0.58699,1.15317,0.60388,1.19391,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,18863.4,0.69775,0.36327,0.91607,0.87681,0.85036,0.88785,0.58776,1.15184,0.60147,1.19349,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,19058.4,0.6861,0.35673,0.91088,0.88193,0.84735,0.88638,0.58789,1.15114,0.60028,1.19343,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
